evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
ATLAS-639,Minister-party assertion sfp; minister dates 16/04/2020..15/05/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L639,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-640,Minister-party assertion sfp; minister dates 16/05/2020..22/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L640,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-495,Minister-party assertion sfp; minister dates 17/03/2016..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L495,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-616,Minister-party assertion sfp; minister dates 18/02/2020..30/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L616,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-665,Minister-party assertion sfp; minister dates 19/02/2019..20/06/2019,research/inherited/atlas__7010-261partidogabineteministerio.csv#L665,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-608,Minister-party assertion sfp; minister dates 20/02/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L608,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-666,Minister-party assertion sfp; minister dates 21/06/2019..31/12/2020,research/inherited/atlas__7010-261partidogabineteministerio.csv#L666,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-500,Minister-party assertion sfp; minister dates 21/12/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L500,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-517,Minister-party assertion sfp; minister dates 21/12/2015..12/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L517,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-549,Minister-party assertion sfp; minister dates 22/04/2016..11/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L549,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-580,Minister-party assertion sfp; minister dates 22/04/2016..11/05/2016,research/inherited/atlas__7010-261partidogabineteministerio.csv#L580,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-594,Minister-party assertion sfp; minister dates 22/05/2017..24/07/2017,research/inherited/atlas__7010-261partidogabineteministerio.csv#L594,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-641,Minister-party assertion sfp; minister dates 23/03/2021..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L641,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-585,Minister-party assertion sfp; minister dates 23/05/2016..06/04/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L585,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-650,Minister-party assertion sfp; minister dates 23/06/2021..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L650,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-595,Minister-party assertion sfp; minister dates 25/07/2017..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L595,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-562,Minister-party assertion sfp; minister dates 27/02/2018..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L562,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-620,Minister-party assertion sfp; minister dates 28/04/2020..30/03/2021,research/inherited/atlas__7010-261partidogabineteministerio.csv#L620,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-635,Minister-party assertion sfp; minister dates 30/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L635,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-646,Minister-party assertion sfp; minister dates 31/03/2022..30/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L646,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-624,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L624,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-629,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L629,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-637,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L637,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-653,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L653,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-657,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L657,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-661,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L661,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-672,Minister-party assertion sfp; minister dates 31/03/2022..31/12/2022,research/inherited/atlas__7010-261partidogabineteministerio.csv#L672,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
ATLAS-559,Minister-party assertion sfp; minister dates 31/05/2017..31/12/2018,research/inherited/atlas__7010-261partidogabineteministerio.csv#L559,Atlas do Estado Brasileiro,,,pinned_compilation_inspected,Portfolio party is retained separately and never used as membership; compilation is not independent documentary certification.
PINNED-PORTELA,"Completed historical Secom service row expressly says Sem partido/PE, rather than a dash or empty cell. Accepted as an adjudicated historical compilation assertion after targeted search found no contradiction.",research/inherited/audit__office_audit__pinned_source_rows.csv#lula_2023_presente:2:59,Pinned historical cabinet table,2026-03-19,,pinned_historical_row_inspected,
